poisoned_models/test/poisoned_vggmod_CIFAR-10_0000.pt,0.7703,1.3101972877979278
poisoned_models/test/poisoned_vggmod_CIFAR-10_0001.pt,0.7692,1.2189972221851348
poisoned_models/test/poisoned_vggmod_CIFAR-10_0002.pt,0.7676,1.2949619829654693
poisoned_models/test/poisoned_vggmod_CIFAR-10_0003.pt,0.7765,1.4297224402427673
poisoned_models/test/poisoned_vggmod_CIFAR-10_0004.pt,0.7705,1.294040822982788
poisoned_models/test/poisoned_vggmod_CIFAR-10_0005.pt,0.7771,1.2008080303668975
poisoned_models/test/poisoned_vggmod_CIFAR-10_0006.pt,0.7686,1.2857611775398254
poisoned_models/test/poisoned_vggmod_CIFAR-10_0007.pt,0.7704,1.3420904457569123
poisoned_models/test/poisoned_vggmod_CIFAR-10_0008.pt,0.781,1.2833912044763565
poisoned_models/test/poisoned_vggmod_CIFAR-10_0009.pt,0.769,1.2604097336530686
poisoned_models/test/poisoned_vggmod_CIFAR-10_0010.pt,0.761,1.3463055670261384
poisoned_models/test/poisoned_vggmod_CIFAR-10_0011.pt,0.7694,1.3626121997833252
poisoned_models/test/poisoned_vggmod_CIFAR-10_0012.pt,0.7486,1.365484857559204
poisoned_models/test/poisoned_vggmod_CIFAR-10_0013.pt,0.7679,1.2413868069648744
poisoned_models/test/poisoned_vggmod_CIFAR-10_0014.pt,0.7565,1.0732982367277146
poisoned_models/test/poisoned_vggmod_CIFAR-10_0015.pt,0.7683,1.1938543885946273
poisoned_models/test/poisoned_vggmod_CIFAR-10_0016.pt,0.7705,0.7676511108875275
poisoned_models/test/poisoned_vggmod_CIFAR-10_0017.pt,0.7748,1.3661704540252686
poisoned_models/test/poisoned_vggmod_CIFAR-10_0018.pt,0.7533,1.3485607147216796
poisoned_models/test/poisoned_vggmod_CIFAR-10_0019.pt,0.7774,1.1776531904935836
poisoned_models/test/poisoned_vggmod_CIFAR-10_0020.pt,0.7753,1.195244425535202
poisoned_models/test/poisoned_vggmod_CIFAR-10_0021.pt,0.7544,1.4598796844482422
poisoned_models/test/poisoned_vggmod_CIFAR-10_0022.pt,0.7669,1.1192841976881027
poisoned_models/test/poisoned_vggmod_CIFAR-10_0023.pt,0.7716,1.3026252210140228
poisoned_models/test/poisoned_vggmod_CIFAR-10_0024.pt,0.7729,1.4254228591918945
poisoned_models/test/poisoned_vggmod_CIFAR-10_0025.pt,0.7652,1.077574324607849
poisoned_models/test/poisoned_vggmod_CIFAR-10_0026.pt,0.7678,1.4332962810993195
poisoned_models/test/poisoned_vggmod_CIFAR-10_0027.pt,0.7656,1.401447629928589
poisoned_models/test/poisoned_vggmod_CIFAR-10_0028.pt,0.7595,1.4071984589099884
poisoned_models/test/poisoned_vggmod_CIFAR-10_0029.pt,0.7744,1.2946563243865967
poisoned_models/test/poisoned_vggmod_CIFAR-10_0030.pt,0.7632,1.324145996570587
poisoned_models/test/poisoned_vggmod_CIFAR-10_0031.pt,0.7707,1.3865238726139069
poisoned_models/test/poisoned_vggmod_CIFAR-10_0032.pt,0.765,1.435598909854889
poisoned_models/test/poisoned_vggmod_CIFAR-10_0033.pt,0.78,1.2649412482976914
poisoned_models/test/poisoned_vggmod_CIFAR-10_0034.pt,0.7745,1.2574764251708985
poisoned_models/test/poisoned_vggmod_CIFAR-10_0035.pt,0.7715,1.2970231235027314
poisoned_models/test/poisoned_vggmod_CIFAR-10_0036.pt,0.7535,1.5273582577705382
poisoned_models/test/poisoned_vggmod_CIFAR-10_0037.pt,0.7584,1.2687878012657166
poisoned_models/test/poisoned_vggmod_CIFAR-10_0038.pt,0.7686,1.4067366898059845
poisoned_models/test/poisoned_vggmod_CIFAR-10_0039.pt,0.7828,1.2344670355319978
poisoned_models/test/poisoned_vggmod_CIFAR-10_0040.pt,0.7582,1.2756040036678313
poisoned_models/test/poisoned_vggmod_CIFAR-10_0041.pt,0.7696,1.1927591294050217
poisoned_models/test/poisoned_vggmod_CIFAR-10_0042.pt,0.7703,1.273598450422287
poisoned_models/test/poisoned_vggmod_CIFAR-10_0043.pt,0.7666,1.3643656432628632
poisoned_models/test/poisoned_vggmod_CIFAR-10_0044.pt,0.7781,1.2909140586853027
poisoned_models/test/poisoned_vggmod_CIFAR-10_0045.pt,0.7869,1.248210036754608
poisoned_models/test/poisoned_vggmod_CIFAR-10_0046.pt,0.7514,1.4170273840427399
poisoned_models/test/poisoned_vggmod_CIFAR-10_0047.pt,0.7759,1.305941891670227
poisoned_models/test/poisoned_vggmod_CIFAR-10_0048.pt,0.7694,1.2791656732559205
poisoned_models/test/poisoned_vggmod_CIFAR-10_0049.pt,0.773,1.305521047115326
poisoned_models/test/poisoned_vggmod_CIFAR-10_0050.pt,0.7719,1.2696570038795472
poisoned_models/test/poisoned_vggmod_CIFAR-10_0051.pt,0.7717,1.3289913356304168
poisoned_models/test/poisoned_vggmod_CIFAR-10_0052.pt,0.7572,1.4633260130882264
poisoned_models/test/poisoned_vggmod_CIFAR-10_0053.pt,0.761,1.388547682762146
